Creation_Date;Index_Symbol;Index_Name;Index ISIN;Internal_Key;ISIN;RIC;Instrument_Name;Country;Currency;Exchange;Index Membership;Rank (FINAL);Rank (PREVIOUS);Comment;Rank 2 (FINAL);Rank 2 (PREVIOUS)
20260901;SXXP;STOXX Europe 600;EU0009658202;546078;;ASML.AS;ASML HLDG;NL;EUR;Euronext Amsterdam;;1;1;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;040054;;HSBA.L;HSBC;GB;GBP;London SE;;2;2;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;474577;;ROPC.S;ROCHE PS;CH;CHF;Six Swiss Exchange;;3;3;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;477408;;NOVN.S;NOVARTIS;CH;CHF;Six Swiss Exchange;;4;4;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B09CBL;;SHEL.AS;SHELL;GB;EUR;Euronext Amsterdam;;5;7;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;098952;;AZN.L;ASTRAZENECA;GB;GBP;London SE;;6;5;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;461669;;NESN.S;NESTLE;CH;CHF;Six Swiss Exchange;;7;6;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;480710;;SIEGn.DE;SIEMENS;DE;EUR;XETRA;;8;8;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;476361;;SAPG.DE;SAP;DE;EUR;XETRA;;9;13;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;407228;;SAN.MC;BCO SANTANDER;ES;EUR;BME Exchange;;10;9;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;490541;;TTEF.PA;TOTALENERGIES;FR;EUR;Euronext Paris;;11;10;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;401632;;ALVG.DE;ALLIANZ;DE;EUR;XETRA;;12;12;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;483410;;SCHN.PA;SCHNEIDER ELECTRIC;FR;EUR;Euronext Paris;;13;11;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;074776;;RR.L;ROLLS ROYCE HLDG;GB;GBP;London SE;;14;14;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;478511;;UBSG.S;UBS GROUP;CH;CHF;Six Swiss Exchange;;15;15;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;550190;;BBVA.MC;BCO BILBAO VIZCAYA ARGENTARIA;ES;EUR;BME Exchange;;16;16;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;408580;;ABBN.S;ABB;CH;CHF;Six Swiss Exchange;;17;17;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;423244;;CRDI.MI;UNICREDIT;IT;EUR;Borsa Italiana;;18;21;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;465191;;NOVOb.CO;NOVO NORDISK B;DK;DKK;NASDAQ Copenhagen;;19;18;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;442464;;IBE.MC;IBERDROLA;ES;EUR;BME Exchange;;20;19;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;476776;;SAF.PA;SAFRAN;FR;EUR;Euronext Paris;;21;20;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;091321;;ULVR.L;UNILEVER PLC;GB;GBP;London SE;;22;22;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;401225;;AIR.PA;AIRBUS;FR;EUR;Euronext Paris;;23;24;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;DE004V;;ENR1n.DE;SIEMENS ENERGY;DE;EUR;XETRA;;24;23;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;454005;;LVMH.PA;LVMH MOET HENNESSY;FR;EUR;Euronext Paris;;25;25;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;473821;;CFR.S;CIE FINANCIERE RICHEMONT;CH;CHF;Six Swiss Exchange;;26;28;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;401140;;AIRP.PA;AIR LIQUIDE;FR;EUR;Euronext Paris;;27;29;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;413366;;BNPP.PA;BNP PARIBAS;FR;EUR;Euronext Paris;;28;27;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;407683;;ISP.MI;INTESA SANPAOLO;IT;EUR;Borsa Italiana;;29;32;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;028758;;BATS.L;BRITISH AMERICAN TOBACCO;GB;GBP;London SE;;30;26;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;013849;;BP.L;BP;GB;GBP;London SE;;31;30;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;511938;;DTEGn.DE;DEUTSCHE TELEKOM;DE;EUR;XETRA;;32;34;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;071887;;RIO.L;RIO TINTO;GB;GBP;London SE;;33;36;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;499187;;ZURN.S;ZURICH INSURANCE GROUP;CH;CHF;Six Swiss Exchange;;34;31;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;453478;;OREP.PA;L'OREAL;FR;EUR;Euronext Paris;;35;33;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;448816;;INGA.AS;ING GRP;NL;EUR;Euronext Amsterdam;;36;37;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;037178;;GSK.L;GSK;GB;GBP;London SE;;37;35;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;477518;;SASY.PA;SANOFI;FR;EUR;Euronext Paris;;38;38;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;007820;;BARC.L;BARCLAYS;GB;GBP;London SE;;39;39;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;458887;;AXAF.PA;AXA;FR;EUR;Euronext Paris;;40;41;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;012715;;BAES.L;BAE SYSTEMS;GB;GBP;London SE;;41;43;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;087061;;LLOY.L;LLOYDS BANKING GRP;GB;GBP;London SE;;42;42;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;588950;;IFXGn.DE;INFINEON TECHNOLOGIES;DE;EUR;XETRA;;43;40;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;579802;;ENEI.MI;ENEL;IT;EUR;Borsa Italiana;;44;45;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;024282;;NG.L;NATIONAL GRID;GB;GBP;London SE;;45;46;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;475531;;ABI.BR;ANHEUSER-BUSCH INBEV;BE;EUR;Euronext Brussels;;46;44;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;446963;;INVEb.ST;INVESTOR B;SE;SEK;NASDAQ Stockholm;;47;48;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;426724;;DBKGn.DE;DEUTSCHE BANK;DE;EUR;XETRA;;48;52;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;461075;;MUVGn.DE;MUENCHENER RUECK;DE;EUR;XETRA;;49;50;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB10B3;;GLEN.L;GLENCORE PLC;GB;GBP;London SE;;50;54;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;075478;;NWG.L;NATWEST GROUP;GB;GBP;London SE;;51;49;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;711131;;ITX.MC;Industria de Diseno Textil SA;ES;EUR;BME Exchange;;52;51;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;481808;;SGEF.PA;VINCI;FR;EUR;Euronext Paris;;53;47;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;478184;;NDAFI.HE;NORDEA BANK;FI;EUR;NASDAQ Helsinki;;54;55;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;073087;;REL.L;RELX PLC;GB;GBP;London SE;;55;56;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;441842;;HRMS.PA;HERMES INTERNATIONAL;FR;EUR;Euronext Paris;;56;58;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;490151;;AAL.L;ANGLO AMERICAN;GB;GBP;London SE;;57;67;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;BE8041;;ARGX.BR;ARGENX;BE;EUR;Euronext Brussels;;58;72;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;481775;;SOGN.PA;GRP SOCIETE GENERALE;FR;EUR;Euronext Paris;;59;53;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;702196;;DB1Gn.DE;DEUTSCHE BOERSE;DE;EUR;XETRA;;60;65;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;461785;;DHLn.DE;DHL;DE;EUR;XETRA;;61;57;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;533458;;RHMG.DE;RHEINMETALL;DE;EUR;XETRA;;62;60;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;430376;;ESLX.PA;ESSILORLUXOTTICA;FR;EUR;Euronext Paris;;63;62;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;095298;;LSEG.L;LONDON STOCK EXCHANGE;GB;GBP;London SE;;64;71;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;493117;;VOLVb.ST;VOLVO B;SE;SEK;NASDAQ Stockholm;;65;61;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;NL901I;;PRX.AS;Prosus;NL;EUR;Euronext Amsterdam;;66;63;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B0C2CQ;;ENGIE.PA;ENGIE;FR;EUR;Euronext Paris;;67;59;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;408530;;BAYGn.DE;BAYER;DE;EUR;XETRA;;68;70;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;405671;;GASI.MI;ASSICURAZIONI GENERALI;IT;EUR;Borsa Italiana;;69;68;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;405097;;ATCOa.ST;ATLAS COPCO A;SE;SEK;NASDAQ Stockholm;;70;69;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;408348;;BASFn.DE;BASF;DE;EUR;XETRA;;71;74;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;463841;;NOKIA.HE;NOKIA;FI;EUR;NASDAQ Helsinki;;72;78;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;443639;;ENI.MI;ENI;IT;EUR;Borsa Italiana;;73;66;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;053315;;CPG.L;COMPASS GRP;GB;USD;London SE;;74;64;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;EE009;;CABK.MC;CAIXABANK;ES;EUR;BME Exchange;;75;75;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;083860;;STAN.L;STANDARD CHARTERED;GB;GBP;London SE;;76;73;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;478165;;SRENH.S;SWISS REINSURANCE COMPANY;CH;CHF;Six Swiss Exchange;;77;76;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;039600;;DGE.L;DIAGEO;GB;GBP;London SE;;78;79;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;IT509P;;RACE.MI;FERRARI;IT;EUR;Borsa Italiana;;79;83;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;579422;;LONN.S;LONZA;CH;CHF;Six Swiss Exchange;;80;80;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;407023;;DANO.PA;DANONE;FR;EUR;Euronext Paris;;81;77;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;473550;;RWEG.DE;RWE;DE;EUR;XETRA;;82;89;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;442048;;HOLN.S;Holcim;CH;CHF;Six Swiss Exchange;;83;81;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;492752;;EONGn.DE;E.ON;DE;EUR;XETRA;;84;82;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;888051;;ASMI.AS;ASM INTERNATIONAL;NL;EUR;Euronext Amsterdam;;85;85;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;476837;;SGOB.PA;SAINT GOBAIN;FR;EUR;Euronext Paris;;86;84;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;072769;;RKT.L;RECKITT BENCKISER GRP;GB;GBP;London SE;;87;86;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;GB20WP;;HLN.L;HALEON;GB;GBP;London SE;;88;87;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;477472;;SAND.ST;SANDVIK;SE;SEK;NASDAQ Stockholm;;89;93;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;528983;;ERST.VI;ERSTE GROUP BANK;AT;EUR;Wiener Boerse AG;;90;95;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B1W4V6;;PRY.MI;PRYSMIAN;IT;EUR;Borsa Italiana;;91;92;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;587296;;DSV.CO;DSV;DK;DKK;NASDAQ Copenhagen;;92;88;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B11ZRK;;LEGD.PA;LEGRAND;FR;EUR;Euronext Paris;;93;94;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;079087;;SSE.L;SCOTTISH & SOUTHERN ENERGY;GB;GBP;London SE;;94;97;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;CH4074;;GALD.S;GALDERMA GROUP N;CH;CHF;Six Swiss Exchange;;95;91;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;425240;;MBGn.DE;MERCEDES-BENZ GROUP;DE;EUR;XETRA;;96;96;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;088470;;TSCO.L;TESCO;GB;GBP;London SE;;97;90;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;NL802I;;ADYEN.AS;ADYEN;NL;EUR;Euronext Amsterdam;;98;115;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;480808;;SIKA.S;SIKA;CH;CHF;Six Swiss Exchange;;99;104;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;400930;;ASSAb.ST;ASSA ABLOY;SE;SEK;NASDAQ Stockholm;;100;103;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;426292;;DANSKE.CO;DANSKE BANK;DK;DKK;NASDAQ Copenhagen;;101;101;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;071921;;VOD.L;VODAFONE GRP;GB;GBP;London SE;;102;121;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;CH303Z;;SDZ.S;SANDOZ GROUP;CH;CHF;Six Swiss Exchange;;103;105;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;517617;;ORAN.PA;ORANGE;FR;EUR;Euronext Paris;;104;99;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;038470;;EXPN.L;EXPERIAN;GB;GBP;London SE;;105;111;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;088869;;III.L;3I GROUP PLC.;GB;GBP;London SE;;106;100;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;CH90EG;;ALCC.S;ALCON;CH;CHF;Six Swiss Exchange;;107;110;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;484652;;SWEDa.ST;SWEDBANK;SE;SEK;NASDAQ Stockholm;;108;102;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;481334;;SEBa.ST;SKANDINAVISKA ENSKILDA BK A;SE;SEK;NASDAQ Stockholm;;109;106;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;473322;;REP.MC;REPSOL;ES;EUR;BME Exchange;;110;113;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;070995;;PRU.L;PRUDENTIAL;GB;GBP;London SE;;111;98;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;449774;;KBC.BR;KBC GRP;BE;EUR;Euronext Brussels;;112;118;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;544489;;VWS.CO;VESTAS WIND SYSTEMS;DK;DKK;NASDAQ Copenhagen;;113;133;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;477670;;STMMI.MI;STMICROELECTRONICS;IT;EUR;Borsa Italiana;;114;108;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;529525;;MT.AS;ARCELORMITTAL;FR;EUR;Euronext Amsterdam;;115;120;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;528586;;SLHN.S;SWISS LIFE HLDG;CH;CHF;Six Swiss Exchange;;116;112;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;403197;;ADSGn.DE;ADIDAS;DE;EUR;XETRA;;117;114;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;NL602G;;ABNd.AS;ABN AMRO BANK;NL;EUR;Euronext Amsterdam;;118;126;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;401093;;AD.AS;AHOLD DELHAIZE;NL;EUR;Euronext Amsterdam;;119;107;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;598061;;GIVN.S;GIVAUDAN;CH;CHF;Six Swiss Exchange;;120;119;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;491062;;UCB.BR;UCB;BE;EUR;Euronext Brussels;;121;116;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;021623;;AV.L;AVIVA;GB;GBP;London SE;;122;128;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;569954;;BMPS.MI;BANCA MONTE DEI PASCHI;IT;EUR;Borsa Italiana;;123;124;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;SE90U9;;EQTAB.ST;EQT;SE;SEK;NASDAQ Stockholm;;124;125;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;430384;;ERICb.ST;ERICSSON LM B;SE;SEK;NASDAQ Stockholm;;125;127;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;ES0017;;AMA.MC;AMADEUS IT GROUP;ES;EUR;BME Exchange;;126;136;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;713360;;EQNR.OL;EQUINOR;NO;NOK;Oslo Bors;;127;109;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B03851;;FER.MC;FERROVIAL;ES;EUR;BME Exchange;;128;117;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;DE14EA;;DTGGe.DE;DAIMLER TRUCK;DE;EUR;XETRA;;129;123;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;477319;;SAMPO.HE;SAMPO;FI;EUR;NASDAQ Helsinki;;130;130;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;426330;;DNB.OL;DNB BANK;NO;NOK;Oslo Bors;;131;132;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;458836;;MICP.PA;MICHELIN;FR;EUR;Euronext Paris;;132;129;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;470774;;PUBP.PA;PUBLICIS GRP;FR;EUR;Euronext Paris;;133;139;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;416279;;TCFP.PA;THALES;FR;EUR;Euronext Paris;;134;131;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;001978;;AIBG.I;AIB GROUP;IE;EUR;Euronext Dublin;;135;141;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B03NGS;;PKO.WA;PKO BANK;PL;PLN;Warsaw SE;;136;137;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;045449;;IMB.L;IMPERIAL BRANDS;GB;GBP;London SE;;137;122;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;EF2;;VIE.PA;VEOLIA ENVIRONNEMENT;FR;EUR;Euronext Paris;;138;134;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;411609;;EMII.MI;BPER Banca;IT;EUR;Borsa Italiana;;139;143;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;465853;;NSISb.CO;NOVONESIS;DK;DKK;NASDAQ Copenhagen;;140;154;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;449667;;KNEBV.HE;KONE B;FI;EUR;NASDAQ Helsinki;;141;150;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;533338;;ACS.MC;ACS;ES;EUR;BME Exchange;;142;135;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;437915;;LDOF.MI;LEONARDO;IT;EUR;Borsa Italiana;;143;138;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;408522;;BMWG.DE;BMW;DE;EUR;XETRA;;144;152;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;581006;;PKN.WA;ORLEN;PL;PLN;Warsaw SE;;145;151;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;441870;;HEIG.DE;HEIDELBERG MATERIALS;DE;EUR;XETRA;;146;147;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;486863;;SHBa.ST;SVENSKA HANDELSBANKEN A;SE;SEK;NASDAQ Stockholm;;147;145;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;042186;;NXT.L;NEXT;GB;GBP;London SE;;148;153;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;672626;;GEBN.S;GEBERIT;CH;CHF;Six Swiss Exchange;;149;157;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;NL403F;;NN.AS;NN GROUP;NL;EUR;Euronext Amsterdam;;150;142;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;726261;;CAGR.PA;CREDIT AGRICOLE;FR;EUR;Euronext Paris;;151;144;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;008320;;IHG.L;INTERCONTINENTAL HOTELS GRP;GB;USD;London SE;;152;146;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;441930;;HEIN.AS;HEINEKEN;NL;EUR;Euronext Amsterdam;;153;140;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;ES504F;;AENA.MC;AENA SME;ES;EUR;BME Exchange;;154;155;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;011517;;RYA.I;RYANAIR;IE;EUR;Euronext Dublin;;155;149;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B096C6;;HEXAb.ST;HEXAGON B;SE;SEK;NASDAQ Stockholm;;156;162;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B09DHL;;MTXGn.DE;MTU AERO ENGINES;DE;EUR;XETRA;;157;156;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;546955;;SAABb.ST;SAAB B;SE;SEK;NASDAQ Stockholm;;158;161;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;435209;;FREn.DE;FRESENIUS;DE;EUR;XETRA;;159;160;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;926288;;ANTO.L;ANTOFAGASTA;GB;GBP;London SE;;160;173;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;468520;;PHG.AS;PHILIPS;NL;EUR;Euronext Amsterdam;;161;164;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;416343;;CAPP.PA;CAP GEMINI;FR;EUR;Euronext Paris;;162;168;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;470384;;PRTP.PA;Kering;FR;EUR;Euronext Paris;;163;148;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;474184;;MRCG.DE;MERCK;DE;EUR;XETRA;;164;159;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;051152;;LGEN.L;LEGAL & GENERAL GRP;GB;GBP;London SE;;165;158;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;007560;;BIRG.I;BANK OF IRELAND GROUP;IE;EUR;Euronext Dublin;;166;169;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;459573;;GMAB.CO;GENMAB;DK;DKK;NASDAQ Copenhagen;;167;181;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;B119QG;;PGHN.S;PARTNERS GRP HLDG;CH;CHF;Six Swiss Exchange;;168;174;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;929869;;HBANC.S;HELVETIA BALOISE HLDG;CH;CHF;Six Swiss Exchange;;169;163;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;709538;;SABE.MC;BCO SABADELL;ES;EUR;BME Exchange;;170;172;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;CH6010;;VACN.S;VAT GROUP AG;CH;CHF;Six Swiss Exchange;;171;167;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;424910;;DSFIR.AS;DSM FIRMENICH AG;NL;EUR;Euronext Amsterdam;;172;176;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;553397;;SCMN.S;SWISSCOM;CH;CHF;Six Swiss Exchange;;173;170;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;482476;;SGSN.S;SGS;CH;CHF;Six Swiss Exchange;;174;166;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;533004;;DAST.PA;DASSAULT SYSTEMS;FR;EUR;Euronext Paris;;175;188;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;EY030;;BAER.S;JULIUS BAER GRP;CH;CHF;Six Swiss Exchange;;176;179;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;497711;;WLSNc.AS;WOLTERS KLUWER;NL;EUR;Euronext Amsterdam;;177;177;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;NL123E;;UMG.AS;UMG;NL;EUR;Euronext Amsterdam;;178;175;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;421342;;CBKG.DE;COMMERZBANK;DE;EUR;XETRA;;179;171;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;040520;;HLMA.L;HALMA;GB;GBP;London SE;;180;180;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;EG7;;VOWG_p.DE;VOLKSWAGEN PREF;DE;EUR;XETRA;;181;182;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;449123;;KSP.I;KINGSPAN GRP;IE;EUR;Euronext Dublin;;182;210;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;453456;;KPN.AS;KPN;NL;EUR;Euronext Amsterdam;;183;178;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;737826;;BAMI.MI;BANCO BPM;IT;EUR;Borsa Italiana;;184;165;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;451180;;HNRGn.DE;HANNOVER RUECK;DE;EUR;XETRA;;185;184;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;014084;;BT.L;BT GRP;GB;GBP;London SE;;186;186;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;733268;;ALFA.ST;ALFA LAVAL;SE;SEK;NASDAQ Stockholm;;187;185;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;SE80GU;;EPIRa.ST;EPIROC A;SE;SEK;NASDAQ Stockholm;;188;194;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;417986;;NTGY.MC;Naturgy Energy Group;ES;EUR;BME Exchange;;189;237;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;DE8087;;SHLG.DE;SIEMENS HEALTHINEERS;DE;EUR;XETRA;;190;195;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;IT404J;;FBK.MI;FINECOBANK;IT;EUR;Borsa Italiana;;191;190;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;488082;;TEF.MC;TELEFONICA;ES;EUR;BME Exchange;;192;201;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;NL704J;;BESI.AS;BE SEMICONDUCTOR;NL;EUR;Euronext Amsterdam;;193;187;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;SE707K;;ESSITYb.ST;Essity B;SE;SEK;NASDAQ Stockholm;;194;189;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;726619;;BOL.ST;BOLIDEN;SE;SEK;NASDAQ Stockholm;;195;212;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;462595;;NBGr.AT;NATIONAL BANK OF GREECE;GR;EUR;ATHENS SE;;196;;;;
20260901;SXXP;STOXX Europe 600;EU0009658202;DE3082;;VNAn.DE;Vonovia SE;DE;EUR;XETRA;;197;183;;;
